Name,Longitude ,Latitude
Tahunanui School,173.245319,-41.286721
Central Takaka School,172.820968,-40.879847
Takaka Primary School,172.809545,-40.84551
Tasman School,173.049043,-41.188687
Upper Moutere School,173.004993,-41.270234
Victory Primary School,173.26915,-41.283769
Waimea Intermediate,173.193919,-41.339409
Wakefield School,173.044337,-41.407999
Westport North School,171.608397,-41.747607
Westport South School,171.608386,-41.762939
Sacred Heart School (Christchurch),172.612757,-43.546066
Addington School,172.61824,-43.547857
Albury School,170.870609,-44.230478
Allenton School,171.741452,-43.885885
Allenvale Special School and Res Centre,172.598921,-43.499967
Amberley School,172.723044,-43.152379
Arowhenua Maori School,171.270848,-44.255105
Ashburton Borough School,171.742789,-43.902399
Ashburton Intermediate,171.758826,-43.901069
Ashburton Netherby School,171.76598,-43.896402
Ashgrove School,172.581525,-43.29992
Ashley School,172.596264,-43.274067
Avonhead School,172.559497,-43.524101
Bamford School,172.687454,-43.554159
Banks Avenue School,172.668111,-43.513251
Barrytown School,171.324208,-42.244795
Beckenham School,172.645488,-43.562876
Belfast School,172.627302,-43.453617
Bishopdale School,172.596248,-43.486649
Blaketown School,171.192977,-42.452586
Breens Intermediate,172.577254,-43.487498
Broadfield School,172.467945,-43.602804
Bromley School,172.687055,-43.536556
Broomfield School,172.685605,-43.117264
Burnham School,172.308404,-43.616299
Burnside Primary School,172.581782,-43.512738
Cannington School,170.93677,-44.357499
Carew Peel Forest School,171.356948,-43.960073
Casebrook Intermediate,172.603795,-43.481806
Cashmere Primary School,172.632546,-43.576418
Chertsey School,171.937639,-43.804883
Chisnallwood Intermediate,172.688992,-43.509808
Christ The King School (Burnside),172.576636,-43.509153
Christchurch East School,172.646127,-43.529531
Christchurch South Intermediate,172.625329,-43.552165
Clarkville School,172.623356,-43.405997
Cobden School,171.211018,-42.440339
Cobham Intermediate,172.583791,-43.510466
Cotswold School,172.587178,-43.482458
Cust School,172.381037,-43.312457
Darfield School,172.106323,-43.490411
Diamond Harbour School,172.726705,-43.629962
Dorie School,172.11665,-43.865175
Dunsandel School,172.197106,-43.667584
Duvauchelle School,172.932045,-43.749671
Elmwood Normal School,172.614755,-43.513814
Fairlie School,170.826014,-44.100612
Fairton School,171.815595,-43.870492
Fendalton Open Air School,172.591148,-43.517081
Ferndale School (Christchurch),172.621648,-43.517086
Fernside School,172.53361,-43.312427
Fox Glacier School,170.008366,-43.462929
Franz Josef Glacier School,170.180408,-43.374446
Gilberthorpe School,172.521343,-43.529738
Gleniti School,171.193234,-44.382757
Glenavy School,171.098345,-44.914546
Glentunnel School,171.932435,-43.482047
Governors Bay School,172.649989,-43.623986
Greendale School,172.083957,-43.572742
Greta Valley School,172.97786,-42.964904
Greymouth Main School,171.197272,-42.466691
Haast School,168.857148,-43.940784
Halswell School,172.56938,-43.590655
Hampstead School,171.760198,-43.912534
Hanmer Springs School,172.831496,-42.521957
Hapuku School,173.704971,-42.334217
Harewood School,172.559446,-43.479771
Heathcote Valley School,172.708878,-43.579876
Heaton Normal Intermediate,172.615407,-43.510414
Highfield School,171.213466,-44.390404
Hinds School,171.565271,-44.000913
Hokitika School,170.980595,-42.719004
Hoon Hay School,172.606597,-43.564866
Hornby Primary School,172.522632,-43.538707
Hororata School,171.959653,-43.53945
Ilam School,172.579695,-43.526413
Isleworth School,172.582123,-43.493107
Kaingaroa School (Chatham Islands),-176.26665,-43.735686
Kaiapoi Borough School,172.651467,-43.379061
Kaiapoi North School,172.663615,-43.375956
Kaikoura Primary School,173.684082,-42.408026
Kaikoura Suburban School,173.638326,-42.371694
Kaniere School,171.00586,-42.746201
Karoro School,171.18674,-42.475878
Kirkwood Intermediate,172.585501,-43.530607
Kirwee Model School,172.218161,-43.496674
Kokatahi-Kowhitirangi School,171.03775,-42.834259
Kumara School,171.187378,-42.635661
Ladbrooks School,172.532329,-43.617669
Lake Tekapo School,170.4748,-44.005063
Lauriston School,171.778572,-43.730734
Leeston School,172.297571,-43.760752
Leithfield School,172.740036,-43.197813
Lincoln Primary School,172.487099,-43.637105
Linwood Avenue School,172.67488,-43.535284
Linwood North School,172.675792,-43.524848
Little River School,172.795486,-43.763797
Loburn School,172.530073,-43.250121
Mairehau School,172.641415,-43.49871
Makikihi School,171.14224,-44.632039
Marshland School,172.658969,-43.474044
Mayfield School (Mid-Canterbury),171.421328,-43.823442
Merrin School,172.558578,-43.510497
Methven School,171.648774,-43.636953
Mt Somers Springburn School,171.402382,-43.704788
Aoraki Mount Cook School,170.099856,-43.738181
Mt Pleasant School,172.715926,-43.562448
New Brighton Catholic School (Chch),172.723723,-43.505942
North Loburn School,172.49384,-43.207604
Northcote School (Christchurch),172.614009,-43.479365
Oaklands School,172.56465,-43.571582
Ohoka School,172.590554,-43.370163
Okains Bay School,173.042737,-43.708872
Omihi School,172.853629,-43.022141
Opawa School,172.664489,-43.555662
Our Lady of Assumption School (Chch),172.60708,-43.564788
Our Lady of Snows School (Methven),171.646506,-43.639832
Our Lady of Victories,172.559125,-43.536215
Ouruhia Model School,172.660387,-43.444597
Papanui School,172.619727,-43.488025
Paparoa Street School,172.619586,-43.499655
Parkview School,172.705631,-43.480599
Paroa School (Greymouth),171.168468,-42.509697
Pitt Island School,-176.23469,-43.93316
Pleasant Point Primary School,171.132171,-44.257427
Prebbleton School,172.513058,-43.577074
Queenspark School,172.695984,-43.473158
Rakaia School,172.022786,-43.751467
Rangiora Borough School,172.590275,-43.30538
Redcliffs School,172.758814,-43.579771
Redwood School (Christchurch),172.621953,-43.473605
Riccarton School,172.564143,-43.533363
Rolleston School,172.381339,-43.592491
Ross School,170.816761,-42.897857
Rotherham School,172.944205,-42.698452
Rowley Avenue School,172.587768,-43.562251
Roydvale School,172.563148,-43.494484
Runanga School,171.252151,-42.399338
Russley School,172.544704,-43.517895
Sacred Heart School (Timaru),171.248547,-44.40181
Sefton School,172.672877,-43.246713
Sheffield Contributing School,172.02536,-43.390945
Shirley Intermediate,172.662288,-43.50841
Shirley School,172.653152,-43.507887
Sockburn School,172.542908,-43.54578
Somerfield School,172.628537,-43.561645
South Hornby School,172.521497,-43.546928
South New Brighton School,172.733527,-43.52622
Southbridge School,172.251661,-43.809042
Southbrook School,172.599819,-43.321616
Spreydon School,172.593523,-43.554127
Springfield School,171.932499,-43.337473
Springston School,172.425733,-43.644586
St Albans Catholic School (Christchurch),172.629095,-43.50713
St Albans School,172.634388,-43.508774
St Andrew's School (Timaru),171.188022,-44.528475
St Anne's School (Woolston),172.68558,-43.550383
St Bernadette's School (Hornby),172.525344,-43.533483
St James School (Aranui),172.70486,-43.51173
St Joseph's School (Ashburton),171.746227,-43.901132
St Joseph's School (Pleasant Point),171.131708,-44.26184
St Joseph's School (Fairlie),170.827614,-44.104209
St Joseph's School (Kaikoura),173.675501,-42.399981
St Joseph's School (Papanui),172.614444,-43.488673
St Joseph's School (Temuka),171.284601,-44.244131
St Joseph's School (Timaru),171.225104,-44.378511
St Martins School,172.657232,-43.565432
St Mary's School (Christchurch),172.639261,-43.523227
St Mary's School (Hokitika),170.965597,-42.715747
St Patrick's School (Bryndwr),172.604049,-43.511239
St Patrick's School (Greymouth),171.21134,-42.451968
St Patrick's School (Waimate),171.052431,-44.731442
St Patrick's School (Kaiapoi),172.654115,-43.384361
St Peter's School (Beckenham),172.637698,-43.559766
St Teresa's School (Riccarton),172.592139,-43.529758
Our Lady Star of the Sea School (Christchurch),172.762542,-43.574868
Sumner School,172.759628,-43.573098
Swannanoa School,172.495566,-43.369342
Tai Tapu School,172.550065,-43.663629
Te One School,-176.52757,-43.512324
Waitaha School,172.460378,-43.535622
Templeton School,172.472361,-43.550162
Thorrington School,172.636568,-43.566305
Tinwald School,171.719066,-43.923887
Tuahiwi School,172.643795,-43.334247
View Hill School,172.071832,-43.299033
Waiau School,173.04201,-42.653683
Waihao Downs School,170.927483,-44.790963
Waikari School,172.700676,-42.969375
Pegasus Bay School,172.692266,-43.314909
Waimairi School,172.605282,-43.504214
Waimataitai School,171.238242,-44.388036
Waimate Centennial School,171.038642,-44.729133
Waimate Main School,171.046665,-44.736306
Waipara School,172.762052,-43.053621
Wairakei School (Christchurch),172.588282,-43.500167
Waituna Creek School,171.01671,-44.701003
Wakanui School,171.822857,-43.973865
Waltham School,172.648612,-43.548989
Weedons School,172.403181,-43.570608
West Eyreton School,172.360111,-43.349491
West Melton School,172.369386,-43.521443
West Spreydon School,172.611297,-43.559634
Westburn School,172.570887,-43.512146
Wharenui School,172.596742,-43.536311
Whataroa School,170.361348,-43.262544
Longbeach School,171.683117,-43.979123
Windwhistle School,171.713285,-43.515524
Woodbury School,171.206998,-44.034924
Woodend School,172.665404,-43.324564
Yaldhurst Model School,172.502189,-43.510194
Abbotsford School,170.417989,-45.893498
Alexandra School,169.3898,-45.255325
Andersons Bay School,170.535454,-45.894907
Ardgowan School,170.967238,-45.061243
Arthur Street School,170.49515,-45.872617
Fenwick School,170.962026,-45.105905
Balaclava School,170.467181,-45.888608
Balclutha School,169.742708,-46.240495
Balmacewen Intermediate,170.489861,-45.859239
Bradford School,170.467373,-45.876146
Broad Bay School,170.624151,-45.847673
Brockville School,170.460265,-45.867409
Clinton School,169.381164,-46.200886
Clutha Valley School,169.550575,-46.093588
Clyde School,169.319284,-45.191106
Concord School,170.454303,-45.903474
Cromwell Primary School,169.203515,-45.045003
Dunedin North Intermediate,170.522205,-45.853486
Duntroon School,170.686397,-44.856037
East Taieri School,170.34712,-45.889789
Fairfield School (Dunedin),170.391366,-45.900545
Pembroke School (Oamaru),170.982726,-45.078029
Five Forks School,170.770568,-45.050518
Flagswamp School,170.7029,-45.546512
George Street Normal School,170.511824,-45.858338
Goldfields School (Cromwell),169.186586,-45.043384
Grants Braes School,170.53346,-45.884426
Green Island School,170.429455,-45.90477
Halfway Bush School,170.465984,-45.857001
Hampden School,170.815932,-45.325317
Hawea Flat School,169.291048,-44.651717
Heriot School,169.273188,-45.839156
Kaikorai School,170.491007,-45.865445
Kaitangata School,169.85256,-46.280569
Kakanui School,170.892819,-45.187258
Karitane School,170.656252,-45.644195
Lee Stream School,170.097552,-45.781768
Macandrew Bay School,170.597764,-45.869697
Macraes Moonlight School,170.428335,-45.381022
Maheno School,170.834255,-45.167294
Makarora Primary School,169.233665,-44.234013
Maori Hill School,170.500969,-45.857412
Millers Flat School,169.409728,-45.659482
Milton School,169.962047,-46.113826
Mornington School,170.475514,-45.882506
Elmgrove School,170.346074,-45.87964
Musselburgh School,170.514738,-45.903489
North East Valley Normal School,170.530523,-45.849266
Oamaru Intermediate,170.984299,-45.075693
Oamaru North School,170.971466,-45.091738
Omakau School,169.60271,-45.090941
Omarama School,169.962015,-44.48905
Opoho School,170.533006,-45.853619
Outram School,170.228272,-45.861134
Palmerston School,170.719157,-45.481031
Papakaio School,170.979614,-44.989901
Pine Hill School (Dunedin),170.518162,-45.846459
Poolburn School,169.696294,-45.137217
Port Chalmers School,170.617507,-45.821028
Portobello School,170.657199,-45.838224
Purakaunui School,170.631812,-45.772776
Ravensbourne School,170.555575,-45.864944
Romahapa School,169.709372,-46.34561
Rosebank School (Balclutha),169.725079,-46.246557
Sacred Heart School (Dunedin),170.520981,-45.853387
Sara Cohen School,170.482778,-45.898837
Sawyers Bay School,170.601212,-45.819741
St Bernadette's School (Forbury),170.484353,-45.899843
St Brigids School (Tainui),170.527675,-45.898059
St Francis Xavier School (Mornington),170.476151,-45.888904
St Gerard's School (Alexandra),169.396538,-45.249272
St John's School (Ranfurly),170.096601,-45.134172
St Joseph's School (Oamaru),170.970448,-45.092548
St Joseph's School (Balclutha),169.737186,-46.240837
St Joseph's Cathedral School,170.497257,-45.875888
St Joseph's School (Port Chalmers),170.621008,-45.820731
St Leonard's School (Dunedin),170.578318,-45.846739
St Mary's School (Dunedin),170.480336,-45.861479
St Mary's School (Milton),169.961282,-46.125212
St Mary's School (Mosgiel),170.354878,-45.881292
St Peter Chanel School (Green Island),170.425204,-45.903518
St Clair School,170.493124,-45.908178
Stirling School,169.779911,-46.248087
Strath Taieri School,170.119398,-45.504741
Tahakopa School,169.387905,-46.51086
Tahuna Normal Intermediate,170.517528,-45.903952
Taieri Beach School,170.194988,-46.071794
Tainui School,170.524692,-45.903233
Tapanui School,169.260477,-45.941741
Tarras School,169.413939,-44.83731
The Terrace School (Alexandra),169.388799,-45.243476
Tokoiti School,169.971265,-46.131622
Totara School,170.896877,-45.119587
Waihola District School,170.099846,-46.021197
Waikoikoi School,169.153396,-46.007621
Waikouaiti School,170.673457,-45.596272
Waitahuna School,169.7591,-45.986387
Waitati School,170.572949,-45.75501
Waiwera South School,169.4894,-46.216282
Wakari School,170.479808,-45.856391
Warepa School,169.622693,-46.269676
Warrington School,170.595678,-45.709508
Weston School,170.918495,-45.078621
Arrowtown School,168.838744,-44.948447
Balfour School,168.585454,-45.842765
Hillside Primary School,168.422707,-46.149181
Hauroko Valley Primary School,167.712473,-46.052018
Dipton School,168.351316,-45.890633
East Gore School,168.960486,-46.091738
Edendale School (Southland),168.782136,-46.311623
Garston School,168.689209,-45.46445
Glenham School,168.850167,-46.40149
Glenorchy School,168.38703,-44.85065
Gore Main School,168.9406,-46.095941
Gorge Road School,168.700489,-46.473899
Halfmoon Bay School,168.128157,-46.899076
Heddon Bush School,168.15396,-46.077843
Hedgehope School,168.542016,-46.207473
Invercargill Middle School,168.357545,-46.411325
Windsor North School,168.366486,-46.39323
Isla Bank School,168.125537,-46.205704
Knapdale School,168.918606,-46.009974
Limehills School,168.328799,-46.065238
Lochiel School,168.335174,-46.205985
Longford Intermediate,168.932784,-46.111656
Lumsden School,168.448531,-45.740711
Makarewa School,168.348432,-46.329975
Mararoa School,167.894436,-45.544993
Mataura School,168.862887,-46.193131
Mossburn School,168.23773,-45.668072
Myross Bush School,168.417814,-46.37283
Otama School,168.866599,-45.960151
Otatara School,168.29038,-46.431486
Otautau School,167.993263,-46.140681
Pukerau School,169.095346,-46.097802
Queenstown School,168.659531,-45.027454
Rimu School,168.501456,-46.400294
Riversdale School,168.738411,-45.900912
Riverton School,168.019399,-46.351827
Ruru Special School,168.34602,-46.376766
Sacred Heart School (Waikiwi),168.349381,-46.37023
Salford School,168.374499,-46.387909
St Joseph's School (Queenstown),168.665443,-45.030916
St Joseph's School (Invercargill),168.352158,-46.416503
St Mary's School (Gore),168.940615,-46.10267
St Patrick's School (Nightcaps),168.036221,-45.971547
St Patrick's School (Invercargill),168.376954,-46.426716
St Teresa's School (Bluff),168.335097,-46.600046
St Theresa's School (Invercargill),168.371622,-46.398765
St Thomas School (Winton),168.326634,-46.150501
Te Anau School,167.718043,-45.413459
Te Tipua School,168.762641,-46.185376
Thornbury School,168.095707,-46.290923
Tisbury School,168.39987,-46.444979
Tokanui School,168.946581,-46.563165
Tuturau Primary School,168.85582,-46.251493
Waianiwa School,168.252395,-46.296381
Waihopai School,168.354578,-46.395358
Waikaia School,168.848073,-45.723914
Waikaka School,169.01753,-45.92637
Wallacetown School,168.289807,-46.332254
Waverley Park School,168.384215,-46.396542
West Gore School,168.927418,-46.108154
Winton School,168.326785,-46.148076
Woodlands Full Primary School,168.558137,-46.35864
Wyndham School,168.843097,-46.324627
Balmoral S D A School,174.745771,-36.887836
Carncot Independent School,175.621746,-40.349801
Hadlow Preparatory School,175.641068,-40.959594
Hamilton Seventh-Day Adventist School,175.338495,-37.80679
Parkside Christian S D A School,176.865859,-39.526062
Hereworth School,176.890915,-39.666624
Hohepa School,176.846227,-39.503208
Huntley School (Marton),175.360966,-40.064434
Southland Adventist Christian School,168.349363,-46.37506
Kings School (Remuera),174.792271,-36.879469
Liberton Christian School,170.512966,-45.847573
Medbury Preparatory School,172.589113,-43.521889
Miramar Christian School,174.824894,-41.306562
Nelson College For Girls Prep School,173.283067,-41.279531
Nelson College (Prep.Dept.),173.275723,-41.285794
New Plymouth S D A School,174.090022,-39.085739
South City Christian School,175.268758,-37.821909
Palmerston North Adventist Christian School,175.607452,-40.360994
Rotorua S D A School,176.253367,-38.150834
St George's Preparatory School,175.03232,-39.928444
St John's Girls' School (Invercargill),168.347753,-46.398542
St Joseph's School (Rangiora),172.595537,-43.307442
Saint Kentigern Boys' School,174.802421,-36.863852
St Mark's Church School (Mt Victoria),174.781596,-41.30108
St Mark's School (Christchurch),172.659306,-43.552886
St Michael's Church School,172.633065,-43.534774
Selwyn House School,172.623011,-43.516643
South Auckland S D A School,174.873967,-36.983553
Southwell School,175.297033,-37.774864
Tamariki School,172.689238,-43.546478
Tauranga Adventist School,176.113183,-37.712633
Te Pi'ipi'inga Kakano Mai Rangiatea,174.035215,-39.072961
Timatanga Community School,174.612391,-36.798576
Waihi School,171.282589,-44.173004
Wellesley College,174.907282,-41.278533
Wellington S D A School,174.831728,-41.14846
Waitakere S D A School,174.628386,-36.893035
Whangarei Adventist Christian School,174.307196,-35.69627
Blind and Low Vision Education Network NZ,174.87331,-37.014797
Westbridge Residential School,174.601091,-36.827529
Hutt International Boys' School,175.037121,-41.140881
TKKM o Te Atihaunui-A-Paparangi,175.049331,-39.946844
Hare Krishna School,174.588685,-36.769884
TKKM o Otara,174.877151,-36.957252
TKKM o Nga Maungarongo,174.726823,-36.888352
TKKM o Mangere,174.79608,-36.96407
TKKM o Manawatu,175.645745,-40.328271
TKKM o Te Rito,175.137507,-40.749911
TKKM o Waitaha,172.656331,-43.55118
Te Wharekura o Arowhenua,168.394643,-46.416528
TKKM o Tokomaru,178.315098,-38.12676
TKKM o Tamarongo,173.849356,-39.450015
TKKM o Tamaki Nui A Rua,176.088804,-40.221345
TKKM o Kaikohe,173.803358,-35.399996
Te KKM o Puau Te Moananui-a-Kiwa,174.860179,-36.873519
TKKM o Manurewa,174.859963,-37.025305
TKKM o Whakarewa I Te Reo Ki Tuwharetoa,176.074192,-38.68091
Golden Sands School,176.340293,-37.718291
Te Matauranga,174.860313,-37.035348
Tahatai Coast School,176.259997,-37.692058
Snells Beach Primary School,174.723704,-36.428453
Somerville Intermediate School,174.93907,-36.91284
Whangaparaoa College,174.745362,-36.632624
Remarkables Primary School,168.731799,-45.022927
Hobsonville Point Primary School,174.662906,-36.793184
Gulf Harbour School,174.799514,-36.610568
Point View School,174.921714,-36.925916
Waiheke Primary School,175.053076,-36.791251
Alfriston College,174.919791,-37.017649
Botany Downs Secondary College,174.915446,-36.934108
Pinehill School (Browns Bay),174.717604,-36.726727
Summerland Primary,174.612019,-36.875362
Kohia Terrace School,174.770216,-36.885336
Te Akau ki Papamoa Primary School,176.288173,-37.706322
Endeavour School,175.253714,-37.732253
Randwick Park School,174.917646,-37.022922
Selwyn Ridge School,176.182358,-37.733151
Oteha Valley School,174.716765,-36.716243
The Gardens School,174.917435,-37.00495
Albany Junior High School,174.692581,-36.749098
Upper Harbour Primary School,174.686612,-36.762293
Willowbank School (Howick),174.914146,-36.948733
Baverstock Oaks School,174.91386,-36.955854
Te Wharekura o Mauao,176.109724,-37.691216
Papamoa College,176.302674,-37.714027
Lemonwood Grove School,172.386021,-43.622673
Garin College,173.204819,-41.335408
Rototuna Primary School,175.276571,-37.732341
Hobsonville Point Secondary School,174.655209,-36.79409
Reremoana Primary School,174.877018,-37.05066
Clearview Primary,172.38121,-43.606107
